MARKER	LAYER	RATING	REASON	SIZE_B	SOURCE_PATH
ATO_SILENT_TREATMENT_INDICATORS 2.yaml	ATO	1	5 pos, desc	577	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_SILENT_TREATMENT_INDICATORS 2.yaml
ATO_SILENT_TREATMENT_INDICATORS.yaml	ATO	1	5 pos, desc	577	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_SILENT_TREATMENT_INDICATORS.yaml
ATO_SLANG_TOKEN.yaml	ATO	1	10 examples, 483B	483	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_SLANG_TOKEN.yaml
ATO_SOVEREIGNTY_OVER_SUBJECT.yaml	ATO	1	6 pos	623	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_SOVEREIGNTY_OVER_SUBJECT.yaml
ATO_SPEECHRATE_DROP.yaml	ATO	1	8 pos, desc	904	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/ATO_SPEECHRATE_DROP.yaml
ATO_SPEECH_RATE_VARIATION 2.yaml	ATO	1	5 pos, desc	628	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_SPEECH_RATE_VARIATION 2.yaml
ATO_SPEECH_RATE_VARIATION.yaml	ATO	1	10 examples, 823B	823	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_SPEECH_RATE_VARIATION.yaml
ATO_SPONTANEITY_CUE.yaml	ATO	1	30 pos	1536	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/ATO_atomic/ATO_SPONTANEITY_CUE.yaml
ATO_STATE_IMPACT.yaml	ATO	1	5 pos	636	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_STATE_IMPACT.yaml
ATO_STATUS_PING.yaml	ATO	1	10 pos	929	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_STATUS_PING.yaml
ATO_STATUS_QUO_PREFERENCE.yaml	ATO	1	10 pos	881	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_STATUS_QUO_PREFERENCE.yaml
ATO_STATUS_SIGNALING.yaml	ATO	1	10 pos	796	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_STATUS_SIGNALING.yaml
ATO_STAY_IN_EMOTION.yaml	ATO	1	5 pos	689	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_STAY_IN_EMOTION.yaml
ATO_STRESS.yaml	ATO	1	10 pos	753	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_STRESS.yaml
ATO_STRESS_ACCENT 2.yaml	ATO	1	5 pos, desc	546	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_STRESS_ACCENT 2.yaml
ATO_STRESS_ACCENT.yaml	ATO	1	5 pos, desc	546	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_STRESS_ACCENT.yaml
ATO_STYLE_REFERENCE.yaml	ATO	1	11 pos	679	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_STYLE_REFERENCE.yaml
ATO_SUBJECT_CLOSED.yaml	ATO	1	6 pos	524	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_SUBJECT_CLOSED.yaml
ATO_SUBSTANCE_CRAVING.yaml	ATO	1	20 pos, 20 neg, desc	1430	ATO_SUBSTANCE_CRAVING.yaml
ATO_SUBSTANCE_DENIAL.yaml	ATO	1	20 pos, 20 neg, desc	1609	ATO_SUBSTANCE_DENIAL.yaml
ATO_SUPERLATIVE_PHRASE.yaml	ATO	1	6 pos	765	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_SUPERLATIVE_PHRASE.yaml
ATO_SUPERLATIVE_SELF_REFERENCE.yaml	ATO	1	10 pos	851	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_SUPERLATIVE_SELF_REFERENCE.yaml
ATO_SURPRISE.yaml	ATO	1	20 pos	1312	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_SURPRISE.yaml
ATO_SURPRISE_ASTONISHMENT.yaml	ATO	1	50 pos, desc	3270	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/ALL_Marker_5.1/EMOTIONAL_SEMANTICS_BASIC/ATO_atomic/ATO_SURPRISE_ASTONISHMENT.yaml
ATO_SURVEILLANCE_CHECK.yaml	ATO	1	5 pos	632	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_SURVEILLANCE_CHECK.yaml
ATO_SWAYING.yaml	ATO	1	10 pos, desc	1851	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_SWAYING.yaml
ATO_SWITCH 2.yaml	ATO	1	5 pos, desc	528	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_SWITCH 2.yaml
ATO_SWITCH.yaml	ATO	1	5 pos, desc	528	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_SWITCH.yaml
ATO_SYMBOL_LANGUAGES 2.yaml	ATO	1	10 pos, desc	1117	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_SYMBOL_LANGUAGES 2.yaml
ATO_SYMBOL_LANGUAGES.yaml	ATO	1	10 pos, desc	1117	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_SYMBOL_LANGUAGES.yaml
ATO_SYMMETRY_COOL.yaml	ATO	1	21 pos, 10 neg, desc	1699	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_SYMMETRY_COOL.yaml
ATO_TEAM_EXPERIENCE.yaml	ATO	1	5 pos	624	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/ATO_TEAM_EXPERIENCE.yaml
ATO_TECH_FIX 2.yaml	ATO	1	10 pos	759	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_TECH_FIX 2.yaml
ATO_TECH_FIX.yaml	ATO	1	10 pos	759	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_TECH_FIX.yaml
ATO_TEMPO_FAST 2.yaml	ATO	1	5 pos, desc	547	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_TEMPO_FAST 2.yaml
ATO_TEMPO_FAST.yaml	ATO	1	10 pos, desc	727	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_TEMPO_FAST.yaml
ATO_TEMPO_SLOW 2.yaml	ATO	1	5 pos, desc	556	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_TEMPO_SLOW 2.yaml
ATO_TEMPO_SLOW.yaml	ATO	1	10 pos, desc	752	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_TEMPO_SLOW.yaml
ATO_THREAT_LANGUAGE 2.yaml	ATO	1	5 pos, desc	547	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_THREAT_LANGUAGE 2.yaml
ATO_THREAT_LANGUAGE.yaml	ATO	1	5 pos, desc	547	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_THREAT_LANGUAGE.yaml
ATO_TIME_REFERENCE 2.yaml	ATO	1	5 pos, desc	563	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_TIME_REFERENCE 2.yaml
ATO_TIME_REFERENCE.yaml	ATO	1	5 pos, desc	563	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_TIME_REFERENCE.yaml
ATO_TOGETHERNESS_TERMS.yaml	ATO	1	10 pos, desc	1749	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_TOGETHERNESS_TERMS.yaml
ATO_TOPIC_RAISED.yaml	ATO	1	6 pos	597	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_TOPIC_RAISED.yaml
ATO_TOPIC_SHIFT_TO_TASK.yaml	ATO	1	30 pos, 30 neg, desc	2532	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_TOPIC_SHIFT_TO_TASK.yaml
ATO_TOPIC_SPLIT.yaml	ATO	1	6 pos	583	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_TOPIC_SPLIT.yaml
ATO_TOPIC_SWITCH_ADVERSATIVE.yaml	ATO	1	8 pos, desc	967	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_TOPIC_SWITCH_ADVERSATIVE.yaml
ATO_TOPIC_SWITCH_TECH.yaml	ATO	1	7 pos	806	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_TOPIC_SWITCH_TECH.yaml
ATO_TRACTION_EVIDENCE.yaml	ATO	1	5 pos	567	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/ATO_TRACTION_EVIDENCE.yaml
ATO_TREMOLO_VOICE 2.yaml	ATO	1	5 pos, desc	566	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_TREMOLO_VOICE 2.yaml
ATO_TREMOLO_VOICE.yaml	ATO	1	5 pos, desc	566	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_TREMOLO_VOICE.yaml
ATO_TRIANGULATION_LANGUAGE 2.yaml	ATO	1	5 pos, desc	586	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_TRIANGULATION_LANGUAGE 2.yaml
ATO_TRIANGULATION_LANGUAGE.yaml	ATO	1	5 pos, desc	586	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_TRIANGULATION_LANGUAGE.yaml
ATO_TRUST_DEFICIT_STATEMENT.yaml	ATO	1	7 pos	957	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_TRUST_DEFICIT_STATEMENT.yaml
ATO_TRUTH_FEEL 2.yaml	ATO	1	10 pos	1023	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_TRUTH_FEEL 2.yaml
ATO_TRUTH_FEEL.yaml	ATO	1	10 pos	1023	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_TRUTH_FEEL.yaml
ATO_UFF_DIFFICULT.yaml	ATO	1	5 pos	522	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_UFF_DIFFICULT.yaml
ATO_UNCERTAINTY 2.yaml	ATO	1	5 pos, desc	557	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_UNCERTAINTY 2.yaml
ATO_UNCERTAINTY.yaml	ATO	1	5 pos, desc	557	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_UNCERTAINTY.yaml
ATO_UNCERTAINTY_PHRASE.yaml	ATO	1	10 pos	783	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_UNCERTAINTY_PHRASE.yaml
ATO_UNCERTAINY_PHRASE.yaml	ATO	1	5 pos, desc	745	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_UNCERTAINY_PHRASE.yaml
ATO_UNILATERAL_DECISION.yaml	ATO	1	5 pos	651	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_UNILATERAL_DECISION.yaml
ATO_UNIT_ECON_CAC.yaml	ATO	1	5 pos	532	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/ATO_UNIT_ECON_CAC.yaml
ATO_UNRESOLVED_ISSUE.yaml	ATO	1	10 pos, desc, composed	1179	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_UNRESOLVED_ISSUE.yaml
ATO_VALIDATION_SEEKING 2.yaml	ATO	1	5 pos, desc	559	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_VALIDATION_SEEKING 2.yaml
ATO_VALIDATION_SEEKING.yaml	ATO	1	5 pos, desc	559	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_VALIDATION_SEEKING.yaml
ATO_VICTIM_LANGUAGE.yaml	ATO	1	10 pos	593	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_VICTIM_LANGUAGE.yaml
ATO_VOICE_PROXY 2.yaml	ATO	1	10 pos	842	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_VOICE_PROXY 2.yaml
ATO_VOICE_PROXY.yaml	ATO	1	10 pos	842	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_VOICE_PROXY.yaml
ATO_VOLUME_FADE 2.yaml	ATO	1	5 pos, desc	551	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_VOLUME_FADE 2.yaml
ATO_VOLUME_FADE.yaml	ATO	1	5 pos, desc	551	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_VOLUME_FADE.yaml
ATO_WANT_TERM 2.yaml	ATO	1	10 pos	678	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_WANT_TERM 2.yaml
ATO_WANT_TERM.yaml	ATO	1	10 pos	678	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_WANT_TERM.yaml
ATO_WAS_NICE.yaml	ATO	1	5 pos	598	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_WAS_NICE.yaml
ATO_WEBCAM_CONTEXT_PHRASE 2.yaml	ATO	1	10 pos, desc	1070	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_WEBCAM_CONTEXT_PHRASE 2.yaml
ATO_WEBCAM_CONTEXT_PHRASE.yaml	ATO	1	10 pos, desc	1070	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_WEBCAM_CONTEXT_PHRASE.yaml
ATO_WEBCAM_PHRASE 2.yaml	ATO	1	10 pos, desc	967	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_WEBCAM_PHRASE 2.yaml
ATO_WEBCAM_PHRASE.yaml	ATO	1	10 pos, desc	967	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_WEBCAM_PHRASE.yaml
ATO_WEDDING_STRESS_CUE.yaml	ATO	1	10 pos	1010	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_WEDDING_STRESS_CUE.yaml
ATO_WEDDING_TASK_NEGOTIATION.yaml	ATO	1	10 pos	1001	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_WEDDING_TASK_NEGOTIATION.yaml
ATO_WILL_CONTACT.yaml	ATO	1	5 pos	555	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_WILL_CONTACT.yaml
ATO_ACK.yaml	ATO	2	6 examples, has frame	392	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_ACK.yaml
ATO_ACKNOWLEDGE.yaml	ATO	2	6 examples, has frame	447	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_ACKNOWLEDGE.yaml
ATO_CLARIFY_REQ.yaml	ATO	2	6 examples, has frame	478	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_CLARIFY_REQ.yaml
ATO_CLOSE.yaml	ATO	2	6 examples, has frame	411	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_CLOSE.yaml
ATO_CONFIRM.yaml	ATO	2	6 examples, has frame	454	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_CONFIRM.yaml
ATO_CONTRADICTION_LEX.yaml	ATO	2	5 examples, missing frame/desc	845	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_CONTRADICTION_LEX.yaml
ATO_CROSS_POSTING_ANWEISUNG.yaml	ATO	2	5 examples, has frame	389	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_CROSS_POSTING_ANWEISUNG.yaml
ATO_CROSS_REF_OTHER.yaml	ATO	2	5 examples, missing frame/desc	1086	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_CROSS_REF_OTHER.yaml
ATO_DEF_DRIFT_TERMS.yaml	ATO	2	5 examples, missing frame/desc	800	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_DEF_DRIFT_TERMS.yaml
ATO_DELAY_WORD.yaml	ATO	2	5 examples, has frame	431	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_DELAY_WORD.yaml
ATO_DIRECT_CONFRONT.yaml	ATO	2	5 examples, has frame	489	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_DIRECT_CONFRONT.yaml
ATO_DISFLUENCY_FILLER 2.yaml	ATO	2	5 examples, has frame	489	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_DISFLUENCY_FILLER 2.yaml
ATO_DISFLUENCY_FILLER.yaml	ATO	2	5 examples, has frame	489	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_DISFLUENCY_FILLER.yaml
ATO_DOMINANCE.yaml	ATO	2	5 examples, has frame	441	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_DOMINANCE.yaml
ATO_DYAD_WE.yaml	ATO	2	5 examples, has frame	344	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_DYAD_WE.yaml
ATO_ECHO_REGEX.yaml	ATO	2	5 examples, has frame	434	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_ECHO_REGEX.yaml
ATO_EMAIL 2.yaml	ATO	2	5 examples, has frame	497	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_EMAIL 2.yaml
ATO_EMAIL.yaml	ATO	2	5 examples, has frame	497	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_EMAIL.yaml
ATO_ENERGY_LOW 2.yaml	ATO	2	5 examples, has frame	489	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_ENERGY_LOW 2.yaml
ATO_ENERGY_LOW.yaml	ATO	2	5 examples, has frame	489	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_ENERGY_LOW.yaml
ATO_GLYPH_SIGIL.yaml	ATO	2	5 examples, has frame	322	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_GLYPH_SIGIL.yaml
ATO_GUILT_WORD.yaml	ATO	2	5 examples, has frame	496	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_GUILT_WORD.yaml
ATO_HOLISM_LEX.yaml	ATO	2	5 examples, has frame	425	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_HOLISM_LEX.yaml
ATO_IMAGINED_PHYSICALITY.yaml	ATO	2	5 examples, has frame	495	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_IMAGINED_PHYSICALITY.yaml
ATO_LINGERING_REACTION.yaml	ATO	2	5 examples, has frame	314	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_LINGERING_REACTION.yaml
ATO_LONELINESS.yaml	ATO	2	5 examples, has frame	410	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_LONELINESS.yaml
ATO_LTV.yaml	ATO	2	5 examples, has frame	483	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/ATO_LTV.yaml
ATO_METAPHOR.yaml	ATO	2	5 examples, has frame	449	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_METAPHOR.yaml
ATO_MINIMIZATION.yaml	ATO	2	5 examples, has frame	468	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_MINIMIZATION.yaml
ATO_NEGATION.yaml	ATO	2	6 examples, has frame	444	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_NEGATION.yaml
ATO_NUMBER_MENTION.yaml	ATO	2	5 examples, missing frame/desc	700	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_NUMBER_MENTION.yaml
ATO_NUMERIC_ESTIMATE.yaml	ATO	2	7 examples, has frame	479	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_NUMERIC_ESTIMATE.yaml
